City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
237,Muravlenko,RU,63.7898,74.523,-14.8,93,56,3.52,Broken Clouds,2021-11-11 06:12:55
238,Codrington,AU,-38.2667,141.9667,13.93,63,72,7.81,Broken Clouds,2021-11-11 06:12:56
239,Kajaani,FI,64.2273,27.7285,3.03,87,90,7.2,Overcast Clouds,2021-11-11 06:12:57
240,Mariental,NA,-24.6333,17.9667,26.11,10,2,5.31,Clear Sky,2021-11-11 06:12:57
241,Goryachegorsk,RU,55.4053,88.9154,0.75,75,100,5.28,Overcast Clouds,2021-11-11 06:12:58
242,San Patricio,US,28.017,-97.5169,24.05,82,1,5.08,Clear Sky,2021-11-11 06:12:58
243,Khatanga,RU,71.9667,102.5,-30.77,100,100,1.88,Overcast Clouds,2021-11-11 06:12:59
244,Batagay-Alyta,RU,67.8006,130.4114,-21.6,90,100,2.66,Overcast Clouds,2021-11-11 06:12:24
245,Mtwara,TZ,-10.2667,40.1833,28.22,69,78,3.24,Broken Clouds,2021-11-11 06:13:00
246,Juneau,US,58.3019,-134.4197,3.45,95,75,3.6,Broken Clouds,2021-11-11 06:13:00
247,Oneonta,US,42.4529,-75.0638,4.7,75,100,0.94,Overcast Clouds,2021-11-11 06:13:01
248,Napier,NZ,-39.4833,176.9167,19.02,88,30,1.79,Scattered Clouds,2021-11-11 06:13:01
249,Hervey Bay,AU,-25.2986,152.8535,27.8,81,97,9.29,Overcast Clouds,2021-11-11 06:13:02
250,Marzuq,YE,14.4,46.4667,22.75,30,0,2.26,Clear Sky,2021-11-11 06:13:02
251,Dzerzhinskoye,RU,56.8344,95.2283,2.34,74,100,6.05,Overcast Clouds,2021-11-11 06:13:03
252,Verkhoyansk,RU,67.5447,133.385,-24.79,100,60,1.08,Broken Clouds,2021-11-11 06:13:04
253,Kanniyakumari,IN,8.0833,77.5667,28.3,72,99,7.24,Overcast Clouds,2021-11-11 06:13:04
254,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,21.82,98,100,1.46,Overcast Clouds,2021-11-11 06:13:05
255,Yinchuan,CN,38.4681,106.2731,4.7,28,15,1.31,Few Clouds,2021-11-11 06:10:07
256,Linares,CL,-35.85,-71.6,10.8,67,87,1.64,Overcast Clouds,2021-11-11 06:13:06
257,Saiha,IN,22.4833,92.9667,29.6,45,99,1.73,Overcast Clouds,2021-11-11 06:13:06
258,Xining,CN,36.6167,101.7667,-2.21,58,65,1.01,Broken Clouds,2021-11-11 06:09:10
259,Saint-Joseph,RE,-21.3667,55.6167,27.2,69,15,0.74,Few Clouds,2021-11-11 06:13:07
260,Lata,PT,40.1629,-8.3327,7.81,67,100,1.19,Overcast Clouds,2021-11-11 06:13:08
261,Touros,BR,-5.1989,-35.4608,24.5,82,17,4.85,Few Clouds,2021-11-11 06:13:09
262,Urumqi,CN,43.801,87.6005,-0.47,44,0,2.0,Clear Sky,2021-11-11 06:13:09
263,Hasaki,JP,35.7333,140.8333,21.27,44,0,11.52,Clear Sky,2021-11-11 06:13:11
264,Calamar,CO,10.2511,-74.9146,25.97,93,71,1.45,Broken Clouds,2021-11-11 06:13:11
265,Chikwawa,MW,-16.0335,34.8009,28.45,67,49,2.09,Scattered Clouds,2021-11-11 06:13:12
266,Egvekinot,RU,66.3167,-179.1667,-18.21,96,74,2.41,Broken Clouds,2021-11-11 06:13:13
267,Tigil,RU,57.8,158.6667,-2.93,83,100,2.43,Overcast Clouds,2021-11-11 06:13:14
268,Waipawa,NZ,-41.4122,175.5153,15.81,71,54,1.59,Broken Clouds,2021-11-11 06:13:14
269,Vila Velha,BR,-20.3297,-40.2925,20.97,97,90,5.36,Mist,2021-11-11 06:13:15
270,Makarska,HR,43.2969,17.0178,13.08,74,10,1.9,Clear Sky,2021-11-11 06:13:15
271,Alyangula,AU,-13.8483,136.4192,32.13,57,100,2.99,Overcast Clouds,2021-11-11 06:13:16
272,Novyye Burasy,RU,52.1324,46.0714,-0.65,58,9,3.94,Clear Sky,2021-11-11 06:13:16
273,Dunedin,NZ,-45.8742,170.5036,15.45,72,74,6.16,Broken Clouds,2021-11-11 06:13:17
274,Vila,PT,42.0304,-8.1588,7.74,79,9,1.12,Clear Sky,2021-11-11 06:13:17
275,Lebu,CL,-37.6167,-73.65,10.87,91,93,2.67,Overcast Clouds,2021-11-11 06:13:18
276,Bambous Virieux,MU,-20.3428,57.7575,26.79,67,4,4.25,Clear Sky,2021-11-11 06:13:19
277,Termiz,UZ,37.2242,67.2783,12.05,71,0,1.03,Clear Sky,2021-11-11 06:13:19
278,Ola,RU,59.5833,151.2833,1.19,78,100,6.26,Overcast Clouds,2021-11-11 06:14:21
279,Mayumba,GA,-3.432,10.6554,25.46,86,100,1.49,Light Rain,2021-11-11 06:14:21
280,Ambon,ID,-3.6954,128.1814,29.67,71,100,0.61,Light Rain,2021-11-11 06:14:22
281,Arlit,NE,18.7369,7.3853,23.57,14,31,3.85,Scattered Clouds,2021-11-11 06:14:23
282,Bjornevatn,NO,69.6672,29.9847,0.79,86,75,4.12,Broken Clouds,2021-11-11 06:14:24
283,Sur,OM,22.5667,59.5289,27.59,44,1,3.24,Clear Sky,2021-11-11 06:14:24
284,Mitsamiouli,KM,-11.3847,43.2844,27.7,72,53,4.03,Broken Clouds,2021-11-11 06:14:25
285,Tilichiki,RU,60.4667,166.1,-11.79,96,78,2.21,Broken Clouds,2021-11-11 06:14:25
286,Kahului,US,20.8947,-156.47,26.02,77,40,3.6,Scattered Clouds,2021-11-11 06:14:26
287,Ucluelet,CA,48.9329,-125.5528,8.38,81,100,0.89,Overcast Clouds,2021-11-11 06:13:10
288,Hvide Sande,DK,56.0045,8.1294,10.16,77,100,8.28,Overcast Clouds,2021-11-11 06:14:27
289,Yumen,CN,40.2833,97.2,4.21,20,0,2.55,Clear Sky,2021-11-11 06:14:27
290,Dali,CN,25.7,100.1833,18.33,35,7,3.5,Clear Sky,2021-11-11 06:14:28
291,Hami,CN,42.8,93.45,2.31,35,0,2.03,Clear Sky,2021-11-11 06:14:29
292,Palmer,US,42.1584,-72.3287,6.23,76,75,0.5,Broken Clouds,2021-11-11 06:12:08
293,Tsabong,BW,-26.0217,22.401,25.59,11,0,4.84,Clear Sky,2021-11-11 06:14:30
294,Talnakh,RU,69.4865,88.3972,-20.5,100,94,0.99,Overcast Clouds,2021-11-11 06:14:30
295,Tarakan,ID,3.3,117.6333,29.72,74,75,2.06,Broken Clouds,2021-11-11 06:14:31
296,Namatanai,PG,-3.6667,152.4333,28.91,70,93,3.74,Light Rain,2021-11-11 06:14:31
297,Fortuna,US,40.5982,-124.1573,14.95,89,100,1.79,Overcast Clouds,2021-11-11 06:14:32
298,Tricase,IT,39.9304,18.3553,16.02,72,13,2.49,Few Clouds,2021-11-11 06:14:33
299,San Cristobal,VE,7.7669,-72.225,18.53,96,72,0.61,Broken Clouds,2021-11-11 06:12:22
300,Anloga,GH,5.7947,0.8973,26.85,82,76,3.86,Broken Clouds,2021-11-11 06:14:34
301,Beloha,MG,-25.1667,45.05,28.32,49,29,2.71,Scattered Clouds,2021-11-11 06:14:34
302,Caxito,AO,-8.5785,13.6643,25.36,87,98,0.58,Light Rain,2021-11-11 06:14:35
303,Pisco,PE,-13.7,-76.2167,16.03,88,40,1.03,Scattered Clouds,2021-11-11 06:14:35
304,Meulaboh,ID,4.1363,96.1285,25.87,85,100,1.09,Overcast Clouds,2021-11-11 06:14:36
305,Souillac,MU,-20.5167,57.5167,27.21,61,40,5.66,Scattered Clouds,2021-11-11 06:14:37
306,Salalah,OM,17.0151,54.0924,32.05,20,0,6.17,Clear Sky,2021-11-11 06:14:37
307,Coquimbo,CL,-29.9533,-71.3436,13.85,88,90,2.57,Overcast Clouds,2021-11-11 06:14:38
308,Tocache,PE,-8.1842,-76.5125,21.53,92,100,0.14,Moderate Rain,2021-11-11 06:14:38
309,Cidreira,BR,-30.1811,-50.2056,18.19,61,88,5.01,Overcast Clouds,2021-11-11 06:14:41
310,Olafsvik,IS,64.8945,-23.7142,0.87,73,15,4.86,Few Clouds,2021-11-11 06:14:41
311,Bengkulu,ID,-3.8004,102.2655,29.26,62,100,4.74,Overcast Clouds,2021-11-11 06:14:42
312,Itambe,BR,-15.245,-40.6244,20.4,98,100,0.83,Overcast Clouds,2021-11-11 06:09:48
313,Roald,NO,62.5833,6.1333,8.52,71,75,14.4,Broken Clouds,2021-11-11 06:14:43
314,Ankara,TR,39.9199,32.8543,2.89,69,6,0.89,Clear Sky,2021-11-11 06:08:33
315,Honiara,SB,-9.4333,159.95,29.45,73,79,2.14,Broken Clouds,2021-11-11 06:14:44
316,Zwettl,AT,48.6,15.1667,3.52,95,41,1.7,Scattered Clouds,2021-11-11 06:14:44
317,Kavieng,PG,-2.5744,150.7967,29.13,71,86,4.1,Light Rain,2021-11-11 06:14:45
318,Havoysund,NO,70.9963,24.6622,3.49,78,100,5.3,Overcast Clouds,2021-11-11 06:14:46
319,Shelburne,CA,44.0787,-80.2041,4.94,81,100,2.64,Overcast Clouds,2021-11-11 06:14:47
320,Quatre Cocos,MU,-20.2078,57.7625,27.06,66,5,4.1,Clear Sky,2021-11-11 06:14:47
321,Garissa,KE,-0.4536,39.6401,28.55,60,40,4.46,Scattered Clouds,2021-11-11 06:14:48
322,Muros,ES,42.7762,-9.0603,13.8,66,1,2.03,Clear Sky,2021-11-11 06:15:49
323,Yankton,US,42.8711,-97.3973,4.51,70,1,6.69,Clear Sky,2021-11-11 06:15:49
324,Narsaq,GL,60.9167,-46.05,-9.88,60,87,2.72,Overcast Clouds,2021-11-11 06:15:50
325,Mount Gambier,AU,-37.8333,140.7667,14.84,55,94,6.76,Overcast Clouds,2021-11-11 06:15:50
326,Manaure,CO,11.7751,-72.4445,25.25,79,39,3.01,Scattered Clouds,2021-11-11 06:15:51
327,Marienburg,PL,54.0359,19.0266,7.29,72,98,3.19,Overcast Clouds,2021-11-11 06:15:52
328,Ikwiriri,TZ,-7.9562,38.9716,30.89,54,93,0.9,Overcast Clouds,2021-11-11 06:15:52
329,Tall Kayf,TR,37.0833,41.0667,15.19,37,100,4.01,Overcast Clouds,2021-11-11 06:15:53
330,Aksarka,RU,66.5606,67.7975,-14.66,92,73,4.34,Broken Clouds,2021-11-11 06:15:53
331,Camacha,PT,33.0833,-16.3333,18.07,82,75,4.12,Broken Clouds,2021-11-11 06:15:54
332,Koygorodok,RU,60.445,50.9968,-2.9,93,100,5.23,Light Snow,2021-11-11 06:15:54
333,Manbij,SY,36.5281,37.9549,12.43,36,0,8.07,Clear Sky,2021-11-11 06:15:55
334,Kavaratti,IN,10.5669,72.642,27.77,74,95,4.55,Overcast Clouds,2021-11-11 06:15:55
335,Wembley,AU,-31.9333,115.8,26.13,43,0,7.72,Clear Sky,2021-11-11 06:15:56
336,Liku,ID,-0.7275,119.8922,28.11,83,100,1.68,Overcast Clouds,2021-11-11 06:15:57
337,Mitu,CO,1.1983,-70.1733,21.72,98,96,0.46,Overcast Clouds,2021-11-11 06:15:57
338,Sabzevar,IR,36.2126,57.6819,9.6,32,0,5.14,Clear Sky,2021-11-11 06:15:58
339,Ishigaki,JP,24.3448,124.1572,22.07,60,20,4.12,Few Clouds,2021-11-11 06:15:58
340,Puerto Escondido,MX,15.85,-97.0667,23.86,80,28,2.22,Scattered Clouds,2021-11-11 06:15:59
341,Riwaka,NZ,-41.0833,173.0,18.89,93,88,2.04,Overcast Clouds,2021-11-11 06:15:59
342,Iranshahr,IR,27.2025,60.6848,25.19,20,0,2.06,Clear Sky,2021-11-11 06:16:00
343,Lisakovsk,KZ,52.5369,62.4936,-2.64,71,100,7.05,Light Snow,2021-11-11 06:16:00
344,Antalaha,MG,-14.9003,50.2788,27.67,65,79,1.79,Broken Clouds,2021-11-11 06:16:01
345,Mendoza,AR,-32.8908,-68.8272,18.8,70,45,0.87,Scattered Clouds,2021-11-11 06:11:22
346,Taoudenni,ML,22.6783,-3.9836,18.39,18,96,4.26,Overcast Clouds,2021-11-11 06:16:02
347,Kunya,NG,12.2233,8.5325,19.09,59,1,0.0,Clear Sky,2021-11-11 06:16:03
348,Alihe,CN,50.5667,123.7167,-0.22,37,6,6.4,Clear Sky,2021-11-11 06:16:04
349,Plettenberg Bay,ZA,-34.0527,23.3716,19.01,60,71,1.3,Broken Clouds,2021-11-11 06:16:04
350,Tomatlan,MX,19.9333,-105.25,21.49,92,4,1.28,Clear Sky,2021-11-11 06:16:05
351,Poronaysk,RU,49.2167,143.1167,7.17,91,100,4.96,Moderate Rain,2021-11-11 06:16:05
352,Thunder Bay,CA,48.4001,-89.3168,6.99,66,90,9.77,Overcast Clouds,2021-11-11 06:16:03
353,Barao De Melgaco,BR,-16.1944,-55.9675,26.29,92,100,2.19,Light Rain,2021-11-11 06:16:06
354,Carutapera,BR,-1.195,-46.02,24.44,89,48,2.05,Scattered Clouds,2021-11-11 06:16:06
355,Swan Hill,AU,-35.3378,143.5544,20.92,23,100,4.17,Light Rain,2021-11-11 06:16:07
356,Shikohabad,IN,27.1,78.6,26.71,27,17,1.16,Few Clouds,2021-11-11 06:16:08
357,San Felipe,VE,10.3399,-68.7425,21.27,96,99,0.88,Overcast Clouds,2021-11-11 06:16:08
358,Cherskiy,RU,68.75,161.3,-22.65,98,91,2.41,Overcast Clouds,2021-11-11 06:16:09
359,Karratha,AU,-20.7377,116.8463,31.83,27,1,6.19,Clear Sky,2021-11-11 06:16:09
360,Poum,NC,-20.2333,164.0167,25.79,82,17,6.06,Few Clouds,2021-11-11 06:16:10
361,Kudat,MY,6.8837,116.8477,29.96,79,40,0.51,Scattered Clouds,2021-11-11 06:16:10
362,Villa Rica,US,33.7321,-84.9191,13.78,99,86,2.19,Overcast Clouds,2021-11-11 06:16:11
363,Barra Patuca,HN,15.8,-84.2833,23.82,88,87,2.61,Overcast Clouds,2021-11-11 06:16:11
364,Tasiilaq,GL,65.6145,-37.6368,0.09,96,100,5.0,Snow,2021-11-11 06:16:12
365,Chardara,KZ,41.2547,67.9692,13.65,33,8,2.71,Clear Sky,2021-11-11 06:16:13
366,Mnogovershinnyy,RU,53.9353,139.9242,-1.5,83,41,2.92,Scattered Clouds,2021-11-11 06:16:13
367,Aykhal,RU,66.0,111.5,-13.45,97,99,2.23,Overcast Clouds,2021-11-11 06:16:14
368,Ossora,RU,59.2353,163.0719,-8.62,88,100,2.0,Overcast Clouds,2021-11-11 06:16:14
369,Saint-Pierre,RE,-21.3393,55.4781,27.8,67,20,3.6,Few Clouds,2021-11-11 06:17:15
370,Oussouye,SN,12.485,-16.5469,25.05,50,99,2.79,Overcast Clouds,2021-11-11 06:17:16
371,Xingcheng,CN,40.6167,120.7167,5.95,49,1,7.44,Clear Sky,2021-11-11 06:17:16
372,Sisimiut,GL,66.9395,-53.6735,-10.06,79,68,4.98,Broken Clouds,2021-11-11 06:17:17
373,Chalons-En-Champagne,FR,48.9539,4.3672,0.57,86,40,0.28,Scattered Clouds,2021-11-11 06:17:18
374,Nevsehir,TR,38.9167,34.6667,0.56,69,20,5.66,Few Clouds,2021-11-11 06:14:59
375,Gigmoto,PH,13.7796,124.39,28.02,82,100,3.92,Heavy Intensity Rain,2021-11-11 06:17:19
376,Misratah,LY,32.3754,15.0925,21.34,78,17,8.31,Few Clouds,2021-11-11 06:17:20
377,Petrov Val,RU,50.1434,45.2096,-2.91,56,5,3.13,Clear Sky,2021-11-11 06:17:21
378,Porto Novo,BJ,6.4965,2.6036,25.9,91,25,1.86,Scattered Clouds,2021-11-11 06:17:21
379,Amapa,BR,1.0,-52.0,20.62,99,99,0.55,Overcast Clouds,2021-11-11 06:17:22
380,Margate,GB,51.3813,1.3862,11.6,94,99,1.92,Overcast Clouds,2021-11-11 06:17:22
381,Yerbogachen,RU,61.2767,108.0108,-1.81,97,100,3.35,Light Snow,2021-11-11 06:17:23
382,Pochutla,MX,15.7432,-96.4661,21.57,81,42,1.58,Scattered Clouds,2021-11-11 06:17:24
383,Iralaya,HN,15.0,-83.2333,24.49,83,99,1.24,Overcast Clouds,2021-11-11 06:17:25
384,Maraba,BR,-5.3686,-49.1178,24.1,100,40,0.51,Scattered Clouds,2021-11-11 06:17:26
385,Longyan,CN,25.1072,117.0225,21.86,30,0,0.71,Clear Sky,2021-11-11 06:17:27
386,Jalu,LY,29.0331,21.5482,19.4,42,94,4.13,Overcast Clouds,2021-11-11 06:17:27
387,Camacupa,AO,-12.0167,17.4833,18.42,81,98,1.66,Overcast Clouds,2021-11-11 06:17:28
388,Gravdal,NO,68.1214,13.5031,5.82,87,20,2.57,Few Clouds,2021-11-11 06:17:29
389,Srandakan,ID,-7.9386,110.2506,27.57,75,100,2.8,Moderate Rain,2021-11-11 06:17:29
390,Tutoia,BR,-2.7619,-42.2744,25.86,83,74,4.66,Broken Clouds,2021-11-11 06:17:30
391,Oistins,BB,13.0667,-59.5333,26.05,78,20,6.17,Few Clouds,2021-11-11 06:14:22
392,Orapa,BW,-21.2833,25.3667,25.01,53,48,4.33,Scattered Clouds,2021-11-11 06:17:32
393,Norfolk,US,42.1668,-71.2495,8.04,75,61,1.71,Broken Clouds,2021-11-11 06:17:33
394,Belmonte,BR,-15.8631,-38.8828,25.28,86,81,2.59,Broken Clouds,2021-11-11 06:17:35
395,Koulikoro,ML,14.0,-7.75,23.21,21,65,3.26,Broken Clouds,2021-11-11 06:17:35
396,Guwahati,IN,26.1862,91.751,30.4,51,20,2.57,Haze,2021-11-11 06:17:36
397,Winnemucca,US,40.973,-117.7357,9.5,66,90,5.14,Overcast Clouds,2021-11-11 06:17:36
398,Talara,PE,-4.5772,-81.2719,17.88,85,100,6.13,Overcast Clouds,2021-11-11 06:17:37
399,Gizo,SB,-8.103,156.8419,29.87,68,88,2.27,Light Rain,2021-11-11 06:17:37
400,Kangaatsiaq,GL,68.3065,-53.4641,-10.06,92,98,4.46,Overcast Clouds,2021-11-11 06:17:38
401,Bubaque,GW,11.2833,-15.8333,27.61,65,100,4.7,Overcast Clouds,2021-11-11 06:17:39
402,Rodrigues Alves,BR,-7.738,-72.6509,22.28,98,97,0.86,Overcast Clouds,2021-11-11 06:17:39
403,Conde,BR,-7.2597,-34.9075,23.7,100,40,1.03,Scattered Clouds,2021-11-11 06:17:40
404,Ilmajoki,FI,62.7333,22.5667,4.56,64,0,4.12,Clear Sky,2021-11-11 06:17:41
405,Tingo Maria,PE,-9.2895,-76.0088,20.58,99,91,0.59,Overcast Clouds,2021-11-11 06:17:41
406,Ballina,AU,-28.8667,153.5667,26.1,97,98,4.12,Light Rain,2021-11-11 06:17:42
407,Teacapan,MX,22.55,-105.75,23.01,84,0,1.98,Clear Sky,2021-11-11 06:17:43
408,Namibe,AO,-15.1961,12.1522,21.37,73,19,1.72,Few Clouds,2021-11-11 06:17:44
409,Santiago Del Estero,AR,-27.7951,-64.2615,20.44,61,15,1.67,Few Clouds,2021-11-11 06:16:39
410,Davila,PH,18.4726,120.5763,28.67,76,71,10.86,Broken Clouds,2021-11-11 06:17:45
411,Moose Factory,CA,51.2585,-80.6094,-1.01,80,90,1.54,Overcast Clouds,2021-11-11 06:17:45
412,Norton,ZW,-17.8833,30.7,22.38,56,88,2.88,Overcast Clouds,2021-11-11 06:17:46
413,Valparaiso,CL,-33.0393,-71.6273,11.51,93,0,2.06,Clear Sky,2021-11-11 06:15:36
414,Longyearbyen,SJ,78.2186,15.6401,-11.09,52,20,7.72,Few Clouds,2021-11-11 06:17:47
415,Maarianhamina,AX,60.0973,19.9348,0.92,100,0,1.54,Clear Sky,2021-11-11 06:18:48
416,Nador,MA,35.174,-2.9287,11.14,76,0,1.54,Clear Sky,2021-11-11 06:18:20
417,Chara,RU,56.9064,118.2631,-9.85,84,63,0.43,Broken Clouds,2021-11-11 06:18:48
418,Saint-Leu,RE,-21.15,55.2833,27.46,77,6,0.83,Clear Sky,2021-11-11 06:18:49
419,Kurilsk,RU,45.2333,147.8833,10.64,83,5,7.24,Clear Sky,2021-11-11 06:18:49
420,Klaksvik,FO,62.2266,-6.589,4.51,72,88,10.82,Overcast Clouds,2021-11-11 06:18:50
421,Cairns,AU,-16.9167,145.7667,37.19,70,52,4.63,Broken Clouds,2021-11-11 06:18:51
422,Yar-Sale,RU,66.8333,70.8333,-15.07,91,26,4.21,Scattered Clouds,2021-11-11 06:18:51
423,Ust-Nera,RU,64.5667,143.2,-15.97,98,100,2.53,Light Snow,2021-11-11 06:18:52
424,Soyo,AO,-6.1349,12.3689,25.3,79,100,1.91,Overcast Clouds,2021-11-11 06:18:53
425,Dorokhovo,RU,55.5506,36.3744,0.85,61,99,5.65,Snow,2021-11-11 06:18:53
426,Aginskoye,RU,51.1,114.53,0.86,49,16,6.28,Few Clouds,2021-11-11 06:18:54
427,Sorland,NO,67.667,12.6934,4.04,74,98,7.86,Light Rain,2021-11-11 06:18:55
428,Roma,US,43.2128,-75.4557,5.8,91,1,1.54,Clear Sky,2021-11-11 06:18:56
429,Deputatskiy,RU,69.3,139.9,-19.21,99,92,1.93,Overcast Clouds,2021-11-11 06:18:56
430,Murgab,TM,37.4966,61.9714,9.93,53,0,6.17,Clear Sky,2021-11-11 06:18:57
431,Mana,GF,5.6592,-53.7767,24.77,88,61,3.16,Broken Clouds,2021-11-11 06:18:58
432,Kudahuvadhoo,MV,2.6708,72.8944,27.93,80,37,9.04,Scattered Clouds,2021-11-11 06:18:58
433,Gidole,ET,5.65,37.3667,18.24,54,48,1.99,Scattered Clouds,2021-11-11 06:18:59
434,Vanavara,RU,60.34,102.2797,-1.17,96,100,3.46,Snow,2021-11-11 06:19:00
435,Korla,CN,41.7597,86.1469,2.9,23,56,2.75,Broken Clouds,2021-11-11 06:19:00
436,Boundiali,CI,9.5217,-6.4869,21.93,91,86,1.63,Overcast Clouds,2021-11-11 06:16:08
437,Zhongxing,CN,33.7039,118.6792,16.14,30,0,5.51,Clear Sky,2021-11-11 06:19:01
438,Portland,US,45.5234,-122.6762,10.97,92,90,0.45,Light Rain,2021-11-11 06:18:01
439,Villafranca De Los Barros,ES,38.5614,-6.3381,10.14,72,54,0.11,Broken Clouds,2021-11-11 06:19:02
440,Khandwa,IN,21.8333,76.3333,26.82,25,76,4.8,Broken Clouds,2021-11-11 06:19:02
441,Sheridan,US,44.8333,-106.9173,2.79,46,90,0.45,Overcast Clouds,2021-11-11 06:19:03
442,Viljoenskroon,ZA,-27.2084,26.9485,23.52,41,0,3.9,Clear Sky,2021-11-11 06:19:04
443,Belize,BZ,17.25,-88.75,22.36,84,16,1.06,Few Clouds,2021-11-11 06:19:04
444,Noumea,NC,-22.2763,166.4572,28.89,99,60,1.65,Broken Clouds,2021-11-11 06:14:17
445,Haines Junction,CA,60.7522,-137.5108,-13.03,92,96,1.54,Overcast Clouds,2021-11-11 06:19:05
446,Kerema,PG,-7.9631,145.7785,29.95,73,97,3.37,Overcast Clouds,2021-11-11 06:19:06
447,Iberia,US,29.9502,-91.7507,18.87,87,65,3.66,Broken Clouds,2021-11-11 06:19:07
448,Beisfjord,NO,68.3751,17.5988,6.03,99,99,2.63,Light Rain,2021-11-11 06:19:07
449,Rundu,NA,-17.9333,19.7667,25.61,47,52,2.77,Broken Clouds,2021-11-11 06:19:08
450,Fort Nelson,CA,58.8053,-122.7002,-11.23,92,75,0.0,Broken Clouds,2021-11-11 06:19:08
451,Avera,US,33.194,-82.5271,12.93,65,58,2.42,Broken Clouds,2021-11-11 06:19:09
452,Matagami,CA,49.7502,-77.6328,-5.94,100,1,0.0,Clear Sky,2021-11-11 06:19:09
453,Leningradskiy,RU,69.3833,178.4167,-14.28,97,100,1.26,Overcast Clouds,2021-11-11 06:19:10
454,Xuddur,SO,4.1213,43.8894,27.19,57,69,5.67,Broken Clouds,2021-11-11 06:19:11
455,Mangan,IN,27.5167,88.5333,23.44,45,8,2.92,Clear Sky,2021-11-11 06:19:11
456,Supe,PE,-10.8,-77.7333,17.02,85,37,2.65,Scattered Clouds,2021-11-11 06:19:12
457,Khargone,IN,21.8167,75.6,27.49,24,69,4.52,Broken Clouds,2021-11-11 06:19:12
458,Anadyr,RU,64.75,177.4833,-12.72,78,0,4.0,Clear Sky,2021-11-11 06:19:13
459,Lac Du Bonnet,CA,50.2536,-96.0612,1.58,98,100,5.59,Light Rain,2021-11-11 06:19:14
460,Taltal,CL,-25.4,-70.4833,15.27,82,7,0.34,Clear Sky,2021-11-11 06:10:30
461,Karlskrona,SE,56.1616,15.5866,8.25,95,100,3.13,Light Rain,2021-11-11 06:15:11
462,Yayva,RU,59.3303,57.2641,-5.46,83,95,5.13,Overcast Clouds,2021-11-11 06:19:15
463,Tazovskiy,RU,67.4667,78.7,-16.95,99,98,2.9,Overcast Clouds,2021-11-11 06:20:15
464,Kikwit,CD,-5.041,18.8162,22.5,94,100,0.42,Overcast Clouds,2021-11-11 06:20:16
465,Mbandaka,CD,0.0487,18.2603,22.74,93,100,0.93,Overcast Clouds,2021-11-11 06:20:17
466,Banjar,ID,-8.19,114.9675,28.92,83,99,1.78,Light Rain,2021-11-11 06:20:17
467,Necochea,AR,-38.5473,-58.7368,13.25,80,97,5.58,Overcast Clouds,2021-11-11 06:20:18
468,Rio Grande,BR,-32.035,-52.0986,17.01,67,40,6.96,Scattered Clouds,2021-11-11 06:20:19
469,Luangwa,ZM,-15.6167,30.4167,28.59,61,41,5.03,Scattered Clouds,2021-11-11 06:20:19
470,Qujing,CN,25.4833,103.7833,15.4,71,93,6.37,Overcast Clouds,2021-11-11 06:20:20
471,Umm Kaddadah,SD,13.6017,26.6876,27.82,15,0,5.36,Clear Sky,2021-11-11 06:20:21
472,Tairua,NZ,-37.0167,175.85,19.49,65,55,3.88,Broken Clouds,2021-11-11 06:20:21
473,La Ligua,CL,-32.4524,-71.2311,7.88,90,76,0.4,Broken Clouds,2021-11-11 06:20:22
474,Zhigansk,RU,66.7697,123.3711,-20.92,99,97,2.45,Overcast Clouds,2021-11-11 06:20:23
